nome,cpf,idade,data,endereco,estado,pais
Murilo Campos,031.429.876-22,97,20/09/1926,"Recanto Silva
João Paulo Ii
63796-922 da Cunha / SP",Acre,Brasil
Olivia Porto,608.592.743-65,38,23/12/1985,"Conjunto Almeida, 3
Bela Vitoria
21477072 Martins do Oeste / AC",Rio Grande do Sul,Brasil
Mirella da Conceição,854.702.193-05,39,21/11/1984,"Pátio João Lucas Cardoso, 77
Maria Tereza
79930-769 Martins / AM",Santa Catarina,Brasil
Stephany Cardoso,453.287.196-46,89,09/06/1934,"Praia Luiz Gustavo da Luz, 83
São João Batista
28346057 Ribeiro Paulista / RO",Bahia,Brasil
Sr. Enrico Melo,829.635.104-89,99,05/09/1924,"Esplanada Farias, 252
Caetano Furquim
48121749 Barros da Mata / GO",Piauí,Brasil
Dr. Gabriel Souza,432.516.079-52,23,21/06/2000,"Rodovia de Costela, 116
São Geraldo
32543-886 Vieira dos Dourados / CE",Pernambuco,Brasil
Davi Jesus,914.326.570-70,51,27/11/1972,"Quadra Vieira, 230
Cdi Jatoba
20549693 Cavalcanti de da Costa / RO",Bahia,Brasil
Guilherme Freitas,517.032.496-07,43,12/07/1980,"Trecho de Caldeira, 369
Santa Sofia
92148278 Pereira / SE",Santa Catarina,Brasil
Theo Costa,705.914.826-49,81,20/07/1942,"Largo João Santos, 10
Vila Batik
12375502 Gonçalves / RN",Rondônia,Brasil
Dr. Gustavo Henrique das Neves,430.965.178-00,98,26/11/1925,"Setor Juliana Fogaça, 605
Piraja
18088-133 Barbosa de Minas / MA",Mato Grosso do Sul,Brasil
Maria Luiza Gomes,821.346.507-53,79,02/11/1944,"Área Ana Vitória Martins, 56
Xodo-Marize
75746599 Campos / BA",Sergipe,Brasil
Davi Lucas Peixoto,610.347.258-07,36,07/04/1987,"Área Thomas Moraes, 58
Canaa
13457754 Fogaça / RJ",Acre,Brasil
Bruna Almeida,610.958.743-57,72,26/03/1952,"Chácara Mendes, 64
Varzea Da Palma
34300875 Pereira de Aragão / PR",Rio Grande do Norte,Brasil
Juliana Ramos,846.532.901-05,20,11/07/2003,"Vale de Duarte, 5
Horto Florestal
61116-966 Costela da Prata / AM",Distrito Federal,Brasil
Sarah Nascimento,560.143.972-99,77,30/06/1946,"Alameda das Neves, 1
Planalto
82186-975 Gonçalves de Minas / MT",Acre,Brasil
Brenda da Luz,037.641.982-22,74,11/03/1950,"Viela Danilo Farias, 54
Lagoa
03246-491 Gomes / PE",Mato Grosso do Sul,Brasil
Heloísa da Costa,648.975.132-19,80,12/08/1943,"Favela Correia, 6
Vila Dos Anjos
59071766 da Luz das Flores / SE",Mato Grosso do Sul,Brasil
Emanuella Araújo,758.319.462-82,64,21/02/1960,"Rodovia Maria Julia Peixoto
Jardim Guanabara
02953-469 Almeida / AC",Piauí,Brasil
Vitor Viana,036.791.524-34,65,13/04/1958,"Trecho de Oliveira, 41
Urca
99982495 Monteiro do Norte / AC",Tocantins,Brasil
Yago Lopes,720.351.896-59,75,05/05/1948,"Lagoa Danilo Fogaça, 756
Nova Gameleira
87198340 Peixoto do Oeste / RO",Paraná,Brasil
Lívia Souza,308.769.421-50,35,11/09/1988,"Colônia de Correia, 93
Laranjeiras
00380618 Cunha / CE",Tocantins,Brasil
Gabriela Cavalcanti,359.710.248-41,56,05/04/1967,"Setor Oliveira, 4
São José
88628-790 Moraes do Sul / MA",Mato Grosso do Sul,Brasil
Enzo Nogueira,309.527.864-00,82,30/01/1942,"Morro de Ferreira
Vila São João Batista
46105897 Moreira Verde / MG",Piauí,Brasil
Dr. Ian Barbosa,412.836.097-03,90,10/04/1933,"Alameda Eduardo Barros, 60
Gameleira
29659334 Peixoto / PI",Piauí,Brasil
Gabriela Rocha,348.067.512-35,34,17/11/1989,"Área Joaquim Nogueira, 98
Pedreira Padro Lopes
80157-244 Carvalho / MA",Rio Grande do Norte,Brasil
Maria Julia Martins,576.129.803-12,81,12/11/1942,"Loteamento de Nunes, 83
Jatobá
30147296 Costa de Viana / PB",Minas Gerais,Brasil
Dra. Marina Santos,950.827.316-02,57,11/04/1966,"Viela Alana Souza, 456
União
33893264 Almeida / DF",Rio Grande do Sul,Brasil
Heloísa Teixeira,635.018.274-07,87,23/05/1936,"Viela de da Cruz, 61
Bonsucesso
08463-362 Castro / PA",Goiás,Brasil
Paulo Farias,593.618.240-15,72,18/11/1951,"Esplanada Thomas Pires, 33
Providencia
74600883 Azevedo do Sul / AP",São Paulo,Brasil
Gabrielly Cardoso,127.539.460-43,95,26/07/1928,"Estrada da Cruz
Aparecida
12482-253 Alves / AP",Acre,Brasil
Davi Aragão,598.126.074-20,35,24/09/1988,"Residencial de Cardoso, 66
Vila Santo Antônio
46634145 da Cruz Paulista / SE",Paraná,Brasil
Yago Peixoto,380.294.156-05,95,12/02/1929,"Condomínio de Nunes, 436
Vila Betânia
68017-566 Azevedo do Campo / PI",Paraíba,Brasil
Erick da Conceição,983.705.642-83,60,25/08/1963,"Morro Nunes, 657
Ipe
17146-952 Campos / CE",Minas Gerais,Brasil
Isis Araújo,216.940.837-13,69,08/06/1954,"Praia de Campos, 82
Vila Oeste
65663001 Aragão / SP",Amapá,Brasil
Dr. Nicolas Rezende,460.951.872-49,41,01/07/1982,"Esplanada Marcela Castro, 36
Flavio De Oliveira
21776950 Ribeiro de da Mata / PA",Paraíba,Brasil
Sr. Samuel Nascimento,914.356.082-24,65,09/12/1958,"Setor Luana Ramos
Nova Pampulha
49464321 Melo da Prata / AC",Sergipe,Brasil
Sra. Maria Fernanda Barbosa,718.340.692-03,89,02/11/1934,"Esplanada Pedro Nascimento, 71
Vila São Paulo
82047968 Silveira / GO",Pará,Brasil
Luiz Felipe Farias,069.853.472-74,80,26/04/1943,"Favela Kaique Fogaça, 19
Castelo
89539-314 Farias de Goiás / AL",Pará,Brasil
Sr. Calebe Silva,402.895.671-49,61,24/05/1962,"Rodovia de Castro
Santa Branca
68988668 Carvalho do Norte / ES",Goiás,Brasil
Emanuella Gonçalves,107.258.963-02,69,17/07/1954,,Goiás,Brasil
Augusto Oliveira,246.503.781-17,32,27/02/1992,"Colônia Costa, 81
Vera Cruz
52635474 das Neves / RO",Goiás,Brasil
Pedro Azevedo,953.478.062-65,68,02/03/1956,"Vale Vieira, 49
Comiteco
80646514 Moraes da Prata / RS",Maranhão,Brasil
Sra. Maria Luiza Fogaça,650.138.924-06,67,12/12/1956,"Recanto de Moreira, 426
Santo Agostinho
33803068 Lima do Oeste / MT",Amapá,Brasil
Eduarda Oliveira,365.297.480-83,58,27/09/1965,"Sítio Clarice Sales, 99
Silveira
99374-144 da Mota do Norte / PB",Sergipe,Brasil
Paulo Ramos,490.257.316-43,21,13/11/2002,"Sítio Azevedo
Vila Mantiqueira
13648723 Novaes de da Mota / DF",Mato Grosso,Brasil
Beatriz Pires,275.691.803-21,34,11/03/1990,"Recanto de Castro
Centro
11181216 Nogueira / MA",Minas Gerais,Brasil
Fernando Azevedo,790.612.435-99,28,19/05/1995,"Estação Rafael Nunes, 90
Jardim São José
13086960 Mendes / RO",Distrito Federal,Brasil
Eloah Silva,037.562.194-61,89,30/03/1935,"Viela da Rocha, 160
Barão Homem De Melo 2ª Seção
03877874 Santos / BA",Pernambuco,Brasil
Caio Araújo,407.953.128-14,34,18/12/1989,"Morro Ribeiro, 11
Casa Branca
18090-665 Costela de Duarte / GO",Amazonas,Brasil
Sra. Valentina Sales,269.401.378-31,84,08/08/1939,"Sítio Ramos, 73
Cachoeirinha
27212763 Jesus / MG",Paraná,Brasil
Melissa Cunha,719.234.568-73,25,17/02/1999,"Ladeira Luiza Pinto, 9
Conjunto Minas Caixa
29866-751 Aragão / MT",Pernambuco,Brasil
Laís da Paz,139.650.248-33,97,09/01/1927,"Lagoa Cavalcanti, 12
Vila Ecológica
95149381 da Rocha da Serra / SP",Bahia,Brasil
Heitor Silveira,183.062.459-89,89,19/02/1935,"Avenida Azevedo
Santa Maria
65167615 Souza de Aragão / MA",Acre,Brasil
Fernanda Moraes,064.153.782-44,45,18/03/1979,"Avenida Rocha, 13
Alta Tensão 2ª Seção
99471-813 Silva de Lopes / PI",Roraima,Brasil
Alana Souza,801.249.653-42,50,06/12/1973,"Praia Moreira, 1
Cardoso
95586377 Rezende / SE",Piauí,Brasil
Srta. Caroline da Rosa,192.846.350-98,51,26/05/1972,"Passarela Rocha, 96
Buraco Quente
12527333 Pinto do Galho / SP",Ceará,Brasil
Stephany Vieira,682.430.791-22,46,22/05/1977,"Travessa Guilherme Carvalho, 7
Jonas Veiga
17310105 Moraes da Mata / MS",Tocantins,Brasil
Enzo Barros,794.105.632-16,67,13/01/1957,"Estação Fernandes, 85
Nova Floresta
99679-423 Melo Verde / GO",Minas Gerais,Brasil
Caroline Peixoto,036.519.782-30,66,02/11/1957,"Loteamento Thales Pires, 51
Vila União
19864-623 Jesus / RR",Sergipe,Brasil
Maria Vitória Novaes,804.951.672-58,39,08/08/1984,"Via Vieira, 26
Ouro Preto
40712368 Oliveira de Gonçalves / GO",Roraima,Brasil
Bruna Moura,240.561.398-06,94,13/02/1930,"Quadra Amanda Martins, 4
Universo
19144-449 Novaes / MG",Rio Grande do Sul,Brasil
Maitê Peixoto,501.274.968-58,61,07/04/1962,"Distrito Caldeira, 95
Serra
65997-329 Ribeiro da Serra / PI",Rio Grande do Norte,Brasil
Dr. Anthony Barbosa,749.318.650-20,20,18/03/2004,"Distrito de Fogaça, 13
Pompéia
53877441 Vieira / AP",Minas Gerais,Brasil
Alexandre Jesus,269.471.530-34,69,01/03/1955,"Aeroporto de Fogaça, 74
Vila Santa Monica 2ª Seção
60502356 Fogaça / BA",Piauí,Brasil
Marcos Vinicius Campos,421.936.780-22,45,19/11/1978,"Trecho de Barbosa, 7
São José
35218-132 da Cunha / RJ",Distrito Federal,Brasil
João Miguel Moura,371.528.490-05,129,21/07/1894,"Praça de Costela, 38
Renascença
34606-474 da Mota / MS",Roraima,Brasil
Ana Júlia Cardoso,096.825.473-00,106,02/10/1917,"Praia da Mata, 88
Vila Piratininga Venda Nova
49395-768 Barbosa / RJ",Bahia,Brasil
Stella Rodrigues,870.629.354-92,126,11/10/1897,"Loteamento Maria Alice Costela, 63
Santa Maria
89945979 Lopes / ES",Tocantins,Brasil
Rebeca da Rosa,640.731.289-22,11,01/01/2013,"Trecho da Mata
Barroca
57152686 da Mata do Oeste / SC",Sergipe,Brasil
Henrique Monteiro,378.529.164-73,6,09/03/2018,"Largo Theo Silva, 91
Nossa Senhora Da Conceição
58201009 Santos do Amparo / SP",Espírito Santo,Brasil
Ana Beatriz Teixeira,243.675.018-17,108,14/03/1916,"Viaduto Ferreira, 22
Goiania
03047145 Teixeira do Galho / PE",Piauí,Brasil
Luigi da Rosa,316.092.874-87,5,23/08/2018,"Pátio de Rocha, 4
Cinquentenário
90133939 Ribeiro / MG",Rio Grande do Norte,Brasil
Melissa Dias,170.842.953-05,10,21/02/2014,"Quadra Isabel Castro, 40
Biquinhas
73474-780 Porto / PI",São Paulo,Brasil
Beatriz Nunes,483.651.072-44,129,24/05/1894,"Praça das Neves, 274
São Jorge 3ª Seção
04812917 Moraes / SC",Rio Grande do Sul,Brasil
Raquel Campos,213.869.074-13,124,19/08/1899,"Estação Ana Lívia Farias, 3
Vila Santa Rosa
29209623 da Cunha do Sul / GO",Sergipe,Brasil
Alícia Nascimento,578.310.692-59,111,27/03/1913,"Aeroporto Alícia Vieira, 84
Comiteco
22332319 Costela / TO",Rondônia,Brasil
Maria Julia Vieira,495.821.760-67,119,20/03/1905,"Vale Oliveira, 15
Gameleira
25736494 Martins / PR",Mato Grosso,Brasil
Igor Ramos,695.108.723-77,6,29/06/2017,"Lago de Caldeira, 4
Beija Flor
80339055 Gonçalves de da Mata / AC",Pernambuco,Brasil
Alice Cardoso,123.467.985-09,4,14/10/2019,"Viaduto Araújo, 76
São Bento
81023-402 das Neves de Castro / PR",Bahia,Brasil
Julia das Neves,201.495.378-32,122,30/06/1901,"Praça Maria Sophia da Cunha, 71
Vila Batik
49888-794 Porto Paulista / PI",Pernambuco,Brasil
Kamilly Rezende,470.598.623-74,140,04/06/1883,"Setor de Pires, 39
Conjunto Jatoba
35413804 Silveira / RO",Minas Gerais,Brasil
Breno Freitas,205.941.738-41,16,03/03/2008,"Loteamento de Ferreira, 24
Nova Suíça
04025468 Teixeira / PA",Amazonas,Brasil
Ana Lívia da Paz,347.890.162-69,17,01/09/2006,"Ladeira Gomes, 10
Califórnia
16710644 Silva da Praia / RJ",Distrito Federal,Brasil
Sr. Daniel Cavalcanti,609.138.254-33,6,09/01/2018,"Núcleo de da Paz, 894
Sion
45639-116 da Cruz de Pereira / GO",Maranhão,Brasil
Sr. Pedro Cavalcanti,863.591.470-84,1,20/12/2022,"Recanto de Melo
Nossa Senhora Do Rosário
07870886 Monteiro / BA",Mato Grosso,Brasil
João Melo,053.946.781-20,5225,,"Via de Santos, 172
Jardinópolis
11026-705 Cardoso / AL",Alagoas,Brasil
Eloah Viana,694.108.237-22,8890,,"Chácara Isabella Melo, 9
Engenho Nogueira
48263-090 Cardoso / PB",Paraíba,Brasil
Rafael da Mota,,-344,,"Condomínio Souza, 65
Leonina
15793-339 Caldeira / AM",Bahia,Brasil
Catarina Vieira,631.847.925-28,6850,,"Lagoa Moraes, 1
Fazendinha
30786-621 Nunes / GO",Amapá,Brasil
Dra. Emanuelly da Luz,549.076.831-20,-398,,"Trevo Peixoto, 13
Jardim Alvorada
88114547 Moura do Norte / RS",Amapá,Brasil
Júlia Araújo,324.091.587-14,4068,,"Passarela de Alves, 45
Conjunto Celso Machado
63777708 das Neves / AL",Pará,Brasil
Enrico Aragão,496.017.253-34,2841,,"Trevo de Porto
Jardim Leblon
25265042 Costela / AM",Pernambuco,Brasil
Sr. Bruno Pires,428.176.095-49,-283,,"Quadra Pinto, 896
Nova Gameleira
15951-609 da Mata Verde / AM",Pernambuco,Brasil
Daniela Freitas,786.951.432-28,-620,,"Aeroporto de Pires, 59
Nossa Senhora Da Conceição
58048-330 Nascimento / CE",Rondônia,Brasil
Samuel Caldeira,801.726.935-86,3324,,"Campo Monteiro
Cabana Do Pai Tomás
43706555 Correia de da Mata / AP",Rio Grande do Sul,Brasil
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,930.674.852-38,38,14/10/1985,"Colônia da Rocha, 31
Jardim América
88480-773 Barros de Goiás / RN",Alagoas,Brasil
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,146.597.038-00,93,27/08/1930,"Estrada Nogueira, 21
Atila De Paiva
84689-543 Nogueira / PB",Mato Grosso do Sul,Brasil
Renan da Luz,294.105.738-23,74,29/07/1949,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / PR",São Paulo,Brasil
Caroline Costa,401.325.978-88,21,20/02/2003,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / RS",Pernambuco,Brasil
Giovanna Farias,241.763.805-35,40,14/08/1983,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / RJ",Rio Grande do Sul,Brasil
Maitê Araújo,496.283.175-55,52,10/07/1971,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / RS",Piauí,Brasil
Lavínia da Mota,039.485.716-00,21,31/01/2003,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / ES",Roraima,Brasil
Igor Cardoso,345.061.892-05,49,25/01/1975,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / AM",Paraíba,Brasil
Maria Julia Campos,018.639.472-13,98,08/08/1925,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / MG",Tocantins,Brasil
Marcos Vinicius das Neves,617.948.250-02,86,23/03/1938,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / RO",São Paulo,Brasil
Isabel Barbosa,986.027.415-02,26,17/12/1997,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / MG",Ceará,Brasil
Ryan Gomes,861.029.453-60,57,17/05/1966,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / SP",Acre,Brasil
Breno Duarte,463.105.289-98,66,07/10/1957,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / TO",Rio de Janeiro,Brasil
Eloah Peixoto,064.917.253-16,79,23/05/1944,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / MG",Sergipe,Brasil
Luiza Sales,726.431.850-80,55,01/05/1968,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / GO",Rio Grande do Sul,Brasil
Dr. Alexandre Sales,427.398.061-40,87,05/06/1936,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / SP",São Paulo,Brasil
Alícia Campos,162.790.485-94,49,20/03/1975,"Rua não cadastrada
Bairro não cadastrado
00000000 Cidade não cadastrada / GO",Piauí,Brasil
Isaac Oliveira,209.418.756-01,50,22/08/1973,"Rodovia Cardoso, 377
Santa Cecilia
73265406 Teixeira Alegre / MT",Rio de Janeiro,Brasil
Sr. João Cardoso,032.758.964-74,19,03/03/2005,"Pátio Antônio da Mota, 79
Maria Virgínia
80967-589 da Luz / PR",Goiás,Brasil
Enzo Gabriel Vieira,812.564.079-76,22,28/01/2002,"Travessa Novaes
Boa Vista
29032951 Aragão / TO",Rio de Janeiro,Brasil
Theo da Conceição,846.571.329-46,29,22/03/1995,"Fazenda Maria Ribeiro, 81
Vila São Paulo
48192917 Silva / SE",Acre,Brasil
Dr. Diego da Mata,293.810.754-41,20,22/08/2003,"Quadra de da Mota, 62
Alto Caiçaras
27102-258 Rezende do Galho / MG",São Paulo,Brasil
Lívia Nunes,742.380.591-23,49,14/03/1975,"Passarela de Porto, 65
Pousada Santo Antonio
35531-299 Mendes do Amparo / PI",Bahia,Brasil
Joana Silva,349.051.867-57,24,19/09/1999,"Chácara Miguel Fogaça
Laranjeiras
52800515 Souza Verde / PE",Pernambuco,Brasil
Luigi Porto,826.509.374-83,43,18/08/1980,"Parque de Santos, 88
São João
60112-833 Rodrigues / PI",Espírito Santo,Brasil
Letícia da Mata,308.742.169-31,47,04/08/1976,"Aeroporto da Paz, 54
Vila São Dimas
26750-505 Costa / PR",Rio de Janeiro,Brasil
Dr. Thomas Nunes,967.831.542-46,81,14/08/1942,"Vereda da Mota, 37
Vila Da Luz
50836-481 Moura / SE",Piauí,Brasil
